PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
213,1/24/25,51:46.2,1,1,"Tryba, Cole",1000276615,Left,SAN_GAU,"Muno, JJ",6,Left,GAU_ALU,Undefined,7,Top,0,0,0,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.3255,-0.521104,2.673553,1938.50803,137.479902,10:30,5.09614,-0.93095,6.29551,-16.99052,16.72899,-14.15343,3.19958,0.35484,81.5933,-3.819057,0.116977,0.417938,,,,,,,,,,,,8.12768,9.18154,0.74004,50,5.04938,-5.55421,-132.311,-1.64722,14.09248,33.98989,-16.25423,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,6b939ee0-dabf-11ef-b64c-2ba247267c32,90.18666,,,9.7322,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,51:46.2,2025-01-24T17:51:46.2272494-08:00,2025-01-25T01:51:46.2272494Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,87080624-132d-4e40-828c-667ec4245aaa,54.19586,-133.38453,16.99494,5.0933,-1.13385,-8.12712,0.92249,-5.9993,7.04624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
214,1/24/25,52:33.2,1,2,"Tryba, Cole",1000276615,Left,SAN_GAU,"Muno, JJ",6,Left,GAU_ALU,Undefined,7,Top,0,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.57884,-0.436089,3.660464,2135.348852,132.359431,10:30,5.15508,-0.82699,6.24642,-18.0208,14.78985,-14.87367,3.25033,1.31408,82.95993,-3.903359,0.980068,0.412267,,,,,,,,,,,,8.7943,8.12934,0.56082,50,5.11362,-7.91287,-134.05352,-1.53386,15.71311,33.87243,-17.64905,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,879321b0-dabf-11ef-b64c-2ba247267c32,91.42721,,,9.61891,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,52:33.2,2025-01-24T17:52:33.2264942-08:00,2025-01-25T01:52:33.2264942Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,835a375b-cbd5-4026-bbd6-c1fd2478323f,54.24617,-135.12217,16.93621,5.15323,-0.97704,-8.82452,0.81829,-8.40861,7.85656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
215,1/24/25,52:48.4,1,3,"Tryba, Cole",1000276615,Left,SAN_GAU,"Muno, JJ",6,Left,GAU_ALU,Undefined,7,Top,0,1,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.59525,-0.11828,3.072546,1967.024094,134.999639,10:30,5.02244,-1.0874,6.06845,-18.06548,15.69395,-14.42111,3.40738,0.55683,81.96048,-3.592631,0.480179,0.418185,,,,,,,,,,,,8.32473,8.44315,0.85609,50,5.00361,-6.46737,-132.64113,-0.79196,14.54397,33.48933,-17.4232,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,90a50fc0-dabf-11ef-b64c-2ba247267c32,90.13332,,,9.63477,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,52:48.4,2025-01-24T17:52:48.4586478-08:00,2025-01-25T01:52:48.4586478Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,e1687877-d0d4-4c78-9946-61a6cfcbb044,54.42344,-133.7533,16.74467,5.0203,-0.21334,-8.7116,1.07888,-6.95037,7.27199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
216,1/24/25,53:07.9,1,4,"Tryba, Cole",1000276615,Left,SAN_GAU,"Muno, JJ",6,Left,GAU_ALU,Undefined,7,Top,0,1,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,78.20266,1.380108,1.637208,2582.846362,286.698869,3:30,4.70199,-1.06218,5.75756,-50.14215,-3.28099,16.65111,1.80886,1.84974,70.58734,-7.853154,4.617287,0.492695,55.22441,4.209767,-13.440598,2724.120633,,,,51.59769,48.10158,-17.289412,0.645338,-7.93622,-1.67807,0.91614,50,4.78613,-3.87138,-113.3569,1.11784,-10.09033,25.13729,-34.30757,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,9c4dfc60-dabf-11ef-b64c-2ba247267c32,76.5026,2.55923,,7.61532,,,,1.88373,1.93339,-1.8407,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,53:07.9,2025-01-24T17:53:07.9204846-08:00,2025-01-25T01:53:07.9204846Z,GroundBall,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,0cc4307e-58e1-4af3-94df-1400f05ed9a7,54.74002,-114.40319,12.56865,4.70988,2.54582,-17.15379,1.06854,-3.45139,-5.04516,113.288769,1.89575,78.31349,-7.63411,,,,,,,1.93974,5.8159,-13.68492,,,,,,,-1.83245,-18.94856,-3.07764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
217,1/24/25,53:42.4,2,1,"Tryba, Cole",1000276615,Left,SAN_GAU,"Chandler, Kevin",7,Right,GAU_ALU,Undefined,7,Top,1,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,Kevin Chandler,91.87847,-0.767805,3.446252,2072.75695,124.845883,10:15,5.05534,-1.03051,6.18174,-20.97643,12.27989,-15.90635,2.59699,0.83007,82.73153,-4.755102,0.581258,0.415058,,,,,,,,,,,,9.21351,6.93823,0.7773,50,4.98673,-7.31422,-133.11337,-2.43335,16.29477,32.38931,-19.90328,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,b0de44a0-dabf-11ef-b64c-2ba247267c32,90.81252,,,9.14693,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,53:42.4,2025-01-24T17:53:42.3836142-08:00,2025-01-25T01:53:42.3836142Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,8394fb3d-5c96-432f-bb81-0e099950369a,54.31212,-134.1585,16.19466,5.05488,-1.79112,-9.95164,1.0218,-7.84001,8.14739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
218,1/24/25,53:58.0,2,2,"Tryba, Cole",1000276615,Left,SAN_GAU,"Chandler, Kevin",7,Right,GAU_ALU,Undefined,7,Top,1,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,92.16125,-0.415424,4.194345,2103.545347,115.50665,9:45,5.04977,-1.02188,6.10164,-22.98761,10.17048,-18.81387,2.74891,1.29616,83.02571,-4.756026,0.814578,0.414444,,,,,,,,,,,,10.92107,5.72524,0.70807,50,5.00583,-8.95249,-133.44165,-1.71854,19.43334,32.23318,-21.98634,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,ba1b3a50-dabf-11ef-b64c-2ba247267c32,90.94693,,,9.13554,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,53:57.9,2025-01-24T17:53:57.9574254-08:00,2025-01-25T01:53:57.9574254Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,602b506c-e509-4ce1-9085-d722dbe9c58b,54.39359,-134.49874,16.11659,5.05037,-0.99749,-10.99317,1.01212,-9.58981,9.71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
219,1/24/25,54:15.5,2,3,"Tryba, Cole",1000276615,Left,SAN_GAU,"Chandler, Kevin",7,Right,GAU_ALU,Undefined,7,Top,1,1,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.06411,1.518988,0.419294,2423.182178,281.172279,3:15,4.72669,-1.0885,5.78147,-48.17522,-1.52378,15.97383,2.12571,0.63276,70.759,-7.364424,3.282012,0.491591,,,,,,,,,,,,-7.94737,-0.72728,1.04451,50,4.8235,-1.44529,-113.24611,1.45006,-10.16192,23.6495,-33.10399,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,c494a7a0-dabf-11ef-b64c-2ba247267c32,76.67439,,,7.30511,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,54:15.5,2025-01-24T17:54:15.4832366-08:00,2025-01-25T01:54:15.4832366Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,489470dc-70ab-4bf4-b890-7c8158005540,54.71522,-114.22656,11.82475,4.73494,2.82246,-16.552,1.09569,-1.024,-5.08096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
220,1/24/25,54:36.4,2,4,"Tryba, Cole",1000276615,Left,SAN_GAU,"Chandler, Kevin",7,Right,GAU_ALU,Undefined,7,Top,1,1,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.42991,-0.390838,3.32647,2114.353557,127.148451,10:15,5.14906,-0.83142,6.14164,-19.79017,13.06351,-15.69316,3.13809,0.93826,83.28802,-4.159478,0.50198,0.412537,76.745,0.777846,126.575309,2479.988654,,,,91.10179,40.06457,133.927153,0.972625,9.09642,7.20209,0.58538,50,5.10907,-7.09941,-133.96421,-1.5227,16.31146,32.52013,-19.25947,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,d106d7b0-dabf-11ef-b64c-2ba247267c32,91.36734,3.46443,,9.14189,,,,-0.90124,3.28985,-1.11886,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,54:36.4,2025-01-24T17:54:36.4247022-08:00,2025-01-25T01:54:36.4247022Z,GroundBall,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,d0708fc1-ee38-4cea-85cb-aaa3d717f00d,54.35349,-135.01689,16.26007,5.14827,-0.89927,-9.62973,0.82373,-7.62741,8.15573,,-0.87741,-67.45409,3.45596,,,,,,,3.21377,2.64746,-6.05387,,,,,,,-0.88853,87.09973,-19.46641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
221,1/24/25,54:57.4,2,5,"Tryba, Cole",1000276615,Left,SAN_GAU,"Chandler, Kevin",7,Right,GAU_ALU,Undefined,7,Top,1,1,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,78.76055,0.922792,1.174209,2401.848928,276.032782,3:15,4.73376,-1.07747,5.7922,-46.27554,-0.32764,18.57824,1.7361,1.56311,71.31724,-7.611864,4.502807,0.48787,,,,,,,,,,,,-9.0476,0.03484,0.96984,50,4.78241,-3.05745,-114.23517,0.35213,-11.73069,24.73606,-32.1289,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,dd8b0920-dabf-11ef-b64c-2ba247267c32,77.25915,,,7.4433,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,54:57.4,2025-01-24T17:54:57.4080000-08:00,2025-01-25T01:54:57.4080000Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,d99d08bb-f5a7-4eab-a3ec-9cd9673c10bb,54.70462,-115.24939,12.36803,4.74096,1.66947,-16.06445,1.08533,-2.57648,-5.86534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.19727,,,0.980908,,,,-0.25785,6.48598,-0.51557,68.93803,5.93724,55.83394,-0.10833,77.48705,-7.15812,6.50203,10.39754,-11.17589,-0.42527,61.89568,-4.58323,High,High,High,,,High,High,High
222,1/24/25,55:28.7,3,1,"Tryba, Cole",1000276615,Left,SAN_GAU,"Eng, Mason",8,Right,GAU_ALU,Undefined,7,Top,2,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,mason eng,91.75741,-0.727977,3.536246,2076.514959,111.188219,9:45,4.95475,-1.01663,6.12576,-24.33678,9.08197,-20.30037,2.25244,0.56466,82.65841,-5.314959,-0.117784,0.41607,,,,,,,,,,,,11.46032,5.28776,0.75545,50,4.8866,-7.31315,-132.93948,-2.49268,20.21008,32.37483,-22.84916,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,f037eb60-dabf-11ef-b64c-2ba247267c32,90.59152,,,9.099,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,55:28.7,2025-01-24T17:55:28.7376878-08:00,2025-01-25T01:55:28.7376878Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,53dffd28-b6c5-442a-a4af-1809f9040f3a,54.36904,-133.99925,16.18742,4.95595,-1.74473,-11.42458,1.00567,-7.97472,10.10504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
223,1/24/25,55:46.2,3,2,"Tryba, Cole",1000276615,Left,SAN_GAU,"Eng, Mason",8,Right,GAU_ALU,Undefined,7,Top,2,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.55791,-1.120865,3.225255,2166.427848,136.187759,10:30,5.00042,-1.00586,6.01358,-13.96603,19.10517,-17.14312,2.79651,0.55637,83.00043,-3.845966,0.146982,0.413901,,,,,,,,,,,,9.723,10.47134,0.76123,50,4.90457,-6.76724,-134.02772,-2.97735,17.38485,33.56801,-13.45114,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,fa9ac370-dabf-11ef-b64c-2ba247267c32,91.06633,,,9.55748,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,55:46.2,2025-01-24T17:55:46.1824494-08:00,2025-01-25T01:55:46.1824494Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,72a2cb15-8aa0-4dcf-baba-b6d569bbd45f,54.47938,-135.14495,16.78401,4.99621,-2.52966,-6.72557,0.99609,-7.34586,8.69242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
224,1/24/25,56:02.9,3,3,"Tryba, Cole",1000276615,Left,SAN_GAU,"Eng, Mason",8,Right,GAU_ALU,Undefined,7,Top,2,0,2,Fastball,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,92.66725,-0.802434,3.515823,2182.928645,114.103465,9:45,5.05295,-0.9077,6.24527,-22.04852,10.71008,-21.17859,2.47405,0.5741,83.0831,-4.993364,-0.304834,0.41194,78.37974,-29.20087,-27.951137,,,,,6.05331,5.81555,-34.147746,0.048825,12.19001,6.17343,0.65615,50,4.98242,-7.3522,-134.27193,-2.57493,21.7993,34.61622,-21.13418,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,0491e160-dac0-11ef-b64c-2ba247267c32,91.49985,2.74695,,9.58416,,,,0.6681,2.74695,-1.09419,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,56:02.9,2025-01-24T17:56:02.9302254-08:00,2025-01-25T01:56:02.9302254Z,GroundBall,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,b9188df5-94ce-4443-a54f-d32759808629,54.25162,-135.36359,17.30811,5.05312,-1.90844,-10.56709,0.89885,-8.03967,10.89965,180,0.6659,88.92153,,,,,,,,2.74834,-56.26136,,,,,,,,-1.09302,-47.18319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
225,1/24/25,58:21.5,1,1,"Alumni, LHP",,Left,GAU_ALU,"Kosciusko, Cole",1000364960,Left,SAN_GAU,Undefined,7,Bottom,0,0,0,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,"Alumni Pitching
",79.03987,-0.553442,4.48109,2107.017454,135.416043,10:30,5.75068,-2.43131,6.38158,-26.57738,17.96426,-16.14206,3.0252,0.35416,71.48869,-5.620919,1.568752,0.480347,,,,,,,,,,,,9.70882,9.98056,2.11465,50,5.69833,-8.37984,-114.44395,-1.77194,12.73891,23.22453,-19.07856,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,57401c10-dac0-11ef-b64c-2ba247267c32,78.46927,,,7.55118,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,58:21.5,2025-01-24T17:58:21.5353838-08:00,2025-01-25T01:58:21.5353838Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,31b163db-76cf-457e-8fe5-38c28ca4d862,54.11263,-115.27552,11.61226,5.74954,-1.08882,-9.53928,2.42286,-8.83596,6.36946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
226,1/24/25,58:32.9,1,2,"Alumni, LHP",,Left,GAU_ALU,"Kosciusko, Cole",1000364960,Left,SAN_GAU,Undefined,7,Bottom,0,0,1,Slider,Curveball,HitByPitch,Undefined,Undefined,Undefined,0,0,,69.89468,3.448929,-0.552792,2064.247483,257.220659,2:30,5.52134,-2.86542,5.84512,-53.20523,4.50496,11.58123,4.2966,-2.41403,63.65537,-6.399539,1.522032,0.546761,,,,,,,,,,,,-6.09626,1.80642,2.90341,50,5.77097,0.59266,-101.33351,4.63709,-6.30056,17.4923,-30.30711,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,5e0ef7f0-dac0-11ef-b64c-2ba247267c32,68.93766,,,6.23931,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,58:32.9,2025-01-24T17:58:32.9369582-08:00,2025-01-25T01:58:32.9369582Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,b095e812-6e10-438c-a152-b0b5f00d8d08,54.65263,-102.13349,8.74615,5.5272,6.02314,-15.15355,2.86971,0.88081,-3.15028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
227,1/24/25,59:00.4,2,1,"Alumni, LHP",,Left,GAU_ALU,"Nunez, Corey",1000069356,Right,SAN_GAU,Undefined,7,Bottom,0,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,77.63469,0.797009,1.90693,1986.788177,162.978808,11:30,5.56347,-2.80555,6.36756,-30.19781,16.22942,-4.43575,3.78082,-1.41988,69.64391,-4.967943,1.104408,0.490408,,,,,,,,,,,,2.91823,8.67796,2.66952,50,5.60719,-3.58405,-112.53254,0.80381,3.66663,24.26222,-21.2706,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,6e7349c0-dac0-11ef-b64c-2ba247267c32,76.85932,,,7.99078,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,59:00.4,2025-01-24T17:59:00.4275182-08:00,2025-01-25T01:59:00.4275182Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,f4f290b8-c6b4-4a40-bf37-828404443fd8,54.12309,-113.418,12.13111,5.56368,1.58009,-10.6353,2.80277,-3.71786,1.83331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
228,1/24/25,59:12.2,2,2,"Alumni, LHP",,Left,GAU_ALU,"Nunez, Corey",1000069356,Right,SAN_GAU,Undefined,7,Bottom,0,1,0,Sinker,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.64325,-0.168418,5.080367,1946.081428,103.821853,9:30,5.35653,-2.8953,6.46297,-39.31262,6.79473,-19.45312,1.92517,0.16216,69.51772,-7.608633,1.565199,0.488716,,,,,,,,,,,,12.02701,4.22358,2.54321,50,5.32811,-9.37447,-113.53189,-1.42028,15.09574,28.19932,-26.87278,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,7574f570-dac0-11ef-b64c-2ba247267c32,77.12544,,,9.12552,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,59:12.2,2025-01-24T17:59:12.1970000-08:00,2025-01-25T01:59:12.1970000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,d3cf5a17-5e93-4d50-b473-b02e97928873,54.02878,-114.5282,14.09966,5.36151,-0.47084,-13.43639,2.88384,-9.90782,7.54787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.40049,,0.688486,,-0.19271,1.70641,-0.20461,-2.40115,6.30373,-0.09886,,,,-2.25504,105.66426,-9.47954,6.31002,8.25122,-10.80654,-0.08883,2.73938,-0.56203,High,High,High,,,High,High,High
229,1/24/25,59:32.9,2,3,"Alumni, LHP",,Left,GAU_ALU,"Nunez, Corey",1000069356,Right,SAN_GAU,Undefined,7,Bottom,0,1,1,Sinker,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,77.8802,0.502116,2.757517,1823.073882,107.667274,9:30,5.37109,-2.71937,6.3976,-38.60234,8.31221,-19.75918,2.61654,-1.82811,68.84029,-6.824677,-0.821529,0.492975,76.16449,3.462845,8.039418,2162.12666,,,,69.26987,67.66068,10.766192,0.650301,11.41465,4.67485,2.53011,50,5.38997,-4.72864,-112.74798,-0.05399,14.10322,28.15656,-26.39813,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,81c2fbb0-dac0-11ef-b64c-2ba247267c32,76.45909,3.32755,,9.03992,,,,1.67482,2.67093,1.79989,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,59:32.9,2025-01-24T17:59:32.8850000-08:00,2025-01-25T01:59:32.8850000Z,GroundBall,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,cfd11ec5-f1d6-4e8e-8e39-78dc65305448,54.09641,-113.76638,14.07828,5.37466,0.9008,-13.19907,2.71037,-5.23874,7.05161,278.058646,1.69629,109.96169,-12.2346,,,,,,,2.68718,6.41136,-16.24973,,,,,,,1.79123,15.77492,2.12354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
230,1/24/25,00:10.1,3,1,"Alumni, LHP",,Left,GAU_ALU,"Mendez, Jonathan",1000069131,Right,SAN_GAU,Undefined,7,Bottom,1,0,0,Sinker,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.09208,-0.238984,4.061602,1912.67265,119.052633,10:00,5.33757,-2.64981,6.4543,-34.08305,10.78359,-16.2506,2.27722,-0.2666,70.81385,-6.698408,1.12141,0.482096,64.40222,54.98599,148.709686,4012.102494,,,,,51.99786,,,9.95221,6.20512,2.36906,50,5.30566,-7.56029,-114.51065,-1.3868,12.87988,26.13544,-24.14358,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,97ec3370-dac0-11ef-b64c-2ba247267c32,78.18457,53.69473,,8.27824,,,,2.41598,2.52105,0.29613,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,00:10.1,2025-01-24T18:00:10.1010000-08:00,2025-01-25T02:00:10.1010000Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,55f61a1e-9fc1-47b6-85fd-d9de6f2e6f5f,54.0413,-115.42934,13.06772,5.33949,-0.53813,-12.07179,2.64276,-8.01303,6.43994,356.684877,2.41598,-46.31378,-0.21584,1.536,-0.53758,0.15929,-0.04299,0.01144,-0.00169,2.52105,77.36092,-30.28526,4.21819,-0.86191,0.12346,0.01342,-0.01992,0.00541,0.29613,28.14849,-0.71199,-0.91974,0.35136,-0.11117,0.03281,-0.00981,0.00161,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
