PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
74,1/24/25,35:17.5,4,3,"Mazza, Domenic",10,Left,GAU_ALU,"Esquer, Xavier",805022,Right,SAN_GAU,Undefined,2,Bottom,2,0,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,74.71157,-1.651882,3.087123,1630.026341,119.670663,10:00,6.1578,-1.86935,5.24237,-39.70321,12.28587,-18.28623,1.29408,-0.48913,67.99991,-8.934295,-0.156313,0.518952,,,,,,,,,,,,10.07851,7.20233,1.59963,50,5.97681,-5.12515,-108.12221,-4.36754,11.79802,20.80888,-23.74295,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,bc6fd9b0-dab4-11ef-b64c-2ba247267c32,72.63179,,,6.71166,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,35:17.5,2025-01-24T16:35:17.4578158-08:00,2025-01-25T00:35:17.4578158Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,852dbf0c-b39d-4f27-8aeb-2dbd64186e1a,55.25325,-109.12856,10.40444,6.16026,-3.2193,-11.87147,1.86129,-5.69572,5.89901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
75,1/24/25,39:59.2,1,1,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Sebring, Jonah",1,Right,GAU_ALU,Undefined,3,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,92.33025,-3.952248,-3.13944,2456.525134,220.297762,1:15,6.31962,2.06307,6.06894,-15.53851,17.37261,13.77272,1.35614,0.30274,84.03281,-6.91626,-0.66279,0.412898,,,,,,,,,,,,-7.97056,10.42993,-1.82672,50,6.00425,6.72839,-133.6122,-9.6843,-14.33408,30.17766,-13.41709,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,6458ed60-dab5-11ef-b64c-2ba247267c32,91.28752,,,8.29745,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,39:59.2,2025-01-24T16:39:59.1828974-08:00,2025-01-25T00:39:59.1828974Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,2a071fc4-8a16-47a7-b376-d2f5a543b4da,54.42707,-134.60838,15.08883,6.31662,-9.24139,-6.70855,-2.05663,7.20157,-7.16704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
76,1/24/25,40:16.5,1,2,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Sebring, Jonah",1,Right,GAU_ALU,Undefined,3,Top,0,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,91.97293,-2.537239,-2.900886,2476.921512,186.636223,12:15,6.16785,1.99973,6.27256,-10.19985,22.7719,2.51402,2.97446,-0.46713,83.18153,-4.571882,-2.44754,0.413278,,,,,,,,,,,,-2.18445,12.88422,-1.78634,50,5.97453,6.64441,-133.25464,-6.0916,-3.88769,31.36298,-9.2439,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,6e994950-dab5-11ef-b64c-2ba247267c32,91.20361,,,8.7914,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,40:16.4,2025-01-24T16:40:16.4530158-08:00,2025-01-25T00:40:16.4530158Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,c37c102f-a596-4b43-822c-a4f00eaf2741,54.22134,-134.24451,15.68149,6.16219,-5.79985,-4.62195,-1.99798,6.76711,-1.94385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,1/24/25,40:39.2,1,3,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Sebring, Jonah",1,Right,GAU_ALU,Undefined,3,Top,0,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.03813,-1.977835,-4.041979,2458.632848,186.22563,12:15,6.3097,2.2958,6.14481,-8.8939,23.67726,2.45335,3.73565,-1.24094,83.72174,-3.780915,-3.601698,0.41076,,,,,,,,,,,,-2.53862,13.10351,-1.98878,50,6.15351,9.39952,-134.58297,-4.78003,-4.59038,33.05233,-8.48008,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,7c288220-dab5-11ef-b64c-2ba247267c32,91.76272,,,9.31639,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,40:39.2,2025-01-24T16:40:39.1901678-08:00,2025-01-25T00:40:39.1901678Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,d0c8225c-99e1-45f4-9c70-b8c65bbe8e0d,54.34738,-135.64644,16.52617,6.30293,-4.50718,-4.24004,-2.29359,9.54722,-2.29519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,1/24/25,40:56.1,1,4,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Sebring, Jonah",1,Right,GAU_ALU,Undefined,3,Top,0,1,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,92.72377,-3.685663,-3.364765,2472.580946,188.905659,12:15,6.29623,2.14178,5.94647,-6.92563,25.99257,3.8887,2.28998,-0.65859,83.86841,-5.119517,-2.668547,0.412942,,,,,,,,,,,,-2.99713,14.71761,-1.87582,50,5.99787,7.70787,-134.0836,-8.70903,-5.40738,31.41775,-5.62078,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,8647e890-dab5-11ef-b64c-2ba247267c32,91.2777,,,8.85536,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,40:56.1,2025-01-24T16:40:56.1386478-08:00,2025-01-25T00:40:56.1386478Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,876925ea-9b79-4305-89fb-766cb9250a22,54.54774,-135.145,15.70888,6.28888,-8.51914,-2.81039,-2.13931,7.89055,-2.70369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,1/24/25,41:19.9,2,1,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,3,Top,1,0,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.47683,-3.639083,-3.681395,2480.173714,185.674324,12:15,6.33894,2.13685,6.12212,-6.72685,26.22769,2.48744,2.40275,-1.06379,83.50547,-5.044545,-3.234924,0.41317,68.68395,17.045948,-171.131891,1030.046579,,,,,31.84608,,,-2.43378,15.01363,-1.85609,50,6.05596,8.49724,-133.72702,-8.57513,-4.35486,32.0324,-5.30958,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,9473fda0-dab5-11ef-b64c-2ba247267c32,91.22735,8.9855,,8.97136,,,,0.69905,2.26464,1.14119,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,41:19.9,2025-01-24T16:41:19.9159278-08:00,2025-01-25T00:41:19.9159278Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,bdd212f2-949d-437b-a45d-bd53c59341c2,54.37351,-134.77056,16.0162,6.3325,-8.40216,-2.65479,-2.13522,8.63911,-2.17743,44.293978,0.70016,-95.20383,10.81134,,,,,,,2.27542,29.12261,-28.87985,,,,,,,1.13344,-14.55414,11.72759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
80,1/24/25,41:39.4,2,2,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,3,Top,1,0,1,Splitter,Splitter,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.25096,-1.863827,-3.842629,933.120166,260.79554,2:45,5.886,2.63908,6.39914,-34.11561,3.1228,11.49048,1.32458,0.05761,78.67504,-8.213225,-1.762788,0.439205,,,,,,,,,,,,-7.13079,2.59886,-2.36804,50,5.73686,7.9521,-125.01465,-5.14659,-11.19113,27.15857,-28.09535,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,a0154920-dab5-11ef-b64c-2ba247267c32,85.81977,,,7.57592,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,41:39.4,2025-01-24T16:41:39.4477550-08:00,2025-01-25T00:41:39.4477550Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,de17eee1-39bc-49c7-995b-ddfafc3b9bf8,54.09766,-125.90169,13.57929,5.88997,-4.22895,-14.04767,-2.63374,8.31762,-5.59556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,1/24/25,41:53.7,2,3,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,3,Top,1,0,2,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,85.94595,-2.63466,-4.313806,837.486673,261.646693,2:45,5.9822,2.31205,6.13524,-34.8734,3.21634,12.80331,0.63246,-0.61543,78.2409,-9.083573,-2.008654,0.444197,,,,,,,,,,,,-7.96752,2.88177,-1.98887,50,5.7627,8.87556,-124.35528,-6.87193,-12.33049,27.66508,-27.71426,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,a8a535f0-dab5-11ef-b64c-2ba247267c32,84.85525,,,7.70505,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,41:53.7,2025-01-24T16:41:53.7354734-08:00,2025-01-25T00:41:53.7354734Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,13225ba0-17e3-446a-927e-5b9dbd44232b,54.36198,-125.32193,13.83254,5.98589,-5.90357,-13.85713,-2.30652,9.3064,-6.16525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
82,1/24/25,42:15.1,2,4,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Oakley, Nick",2,Left,GAU_ALU,Undefined,3,Top,1,1,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,92.18632,-1.906296,-2.781052,2467.178306,206.137526,12:45,6.39461,2.25298,5.84296,-9.10823,24.27793,11.32383,3.8613,0.61013,83.08418,-3.744202,-0.754127,0.415867,,,,,,,,,,,,-6.57311,13.25308,-2.0328,50,6.2337,5.96524,-133.51986,-4.59635,-11.72901,31.8453,-8.52538,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,b55d96c0-dab5-11ef-b64c-2ba247267c32,90.63577,,,9.10214,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,42:15.2,2025-01-24T16:42:15.1560000-08:00,2025-01-25T00:42:15.1560000Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,848627d1-e66a-470b-943b-d70f3e8bfa56,54.65058,-134.62448,15.92265,6.388,-4.30063,-4.26269,-2.24677,6.37208,-5.8645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.25204,,,0.974902,,,,0.70822,6.43919,1.19273,76.61654,7.50877,48.1549,0.86886,84.60693,-7.00777,6.47747,12.81236,-12.03606,1.26593,51.44861,-3.40258,High,High,High,,,High,High,High
83,1/24/25,42:48.6,3,1,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,3,Top,2,0,0,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.19102,-3.221535,-3.309979,965.005971,250.31078,2:15,6.06562,2.22246,5.94937,-31.59651,6.26457,13.98473,0.4366,0.31458,78.9438,-9.046972,-0.796549,0.442861,,,,,,,,,,,,-8.16103,4.53465,-1.96684,50,5.79108,6.65776,-124.82697,-8.08171,-12.81296,26.28694,-25.0546,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,c94b0f50-dab5-11ef-b64c-2ba247267c32,85.11116,,,7.24722,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,42:48.6,2025-01-24T16:42:48.6090734-08:00,2025-01-25T00:42:48.6090734Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,f7ae4437-e761-40a5-82ae-8a58ccff9148,54.54852,-125.78118,13.14347,6.06794,-7.17223,-12.5273,-2.21696,7.12287,-6.40648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
84,1/24/25,43:07.2,3,2,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,3,Top,2,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.17865,-1.585121,-3.061034,2541.570907,201.392941,12:45,6.25781,2.10543,6.16892,-8.10591,24.30415,9.05134,4.11579,0.02977,83.63279,-3.256068,-1.431798,0.409743,,,,,,,,,,,,-5.59382,13.30737,-1.87756,50,6.13278,6.80714,-134.95136,-3.82097,-10.15197,33.71992,-8.02312,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,d45264c0-dab5-11ef-b64c-2ba247267c32,91.99048,,,9.54586,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,43:07.2,2025-01-24T16:43:07.1750638-08:00,2025-01-25T00:43:07.1750638Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,dc805c5a-a876-4d6f-a37b-adddcd539932,54.32337,-136.02734,16.85996,6.25062,-3.56496,-4.01156,-2.09994,7.13108,-5.07598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
85,1/24/25,43:29.9,3,3,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,3,Top,2,1,1,Cutter,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.327,-1.426848,-2.858269,2492.98479,185.650858,12:15,6.15562,2.61914,6.05788,-32.38222,6.31465,0.48929,2.13455,0.01221,77.37845,-7.451185,-2.770248,0.447723,,,,,,,,,,,,-1.15406,4.16095,-2.39733,50,6.02792,6.15212,-123.6258,-4.13198,-1.76234,27.69314,-25.81991,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,e1e79100-dab5-11ef-b64c-2ba247267c32,84.18701,,,7.94855,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,43:29.9,2025-01-24T16:43:29.9196910-08:00,2025-01-25T00:43:29.9196910Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,dcf77efd-007a-4805-89ac-4cac25d2bb0f,54.43513,-124.61535,13.84657,6.15908,-3.20937,-12.90996,-2.61828,6.21509,-0.88117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
86,1/24/25,43:57.6,3,4,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,3,Top,2,1,2,Splitter,Splitter,BallCalled,Undefined,Undefined,Undefined,0,0,,86.84542,-2.624405,-4.457801,917.763772,263.927453,2:45,6.08283,2.1839,6.09202,-34.77478,2.36878,10.7552,0.74838,-1.05149,79.55983,-9.029486,-2.52397,0.438645,,,,,,,,,,,,-6.82193,2.39091,-1.84522,50,5.8619,9.36372,-125.68991,-6.94312,-10.86375,26.55052,-28.36659,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,f267cf40-dab5-11ef-b64c-2ba247267c32,85.92927,,,7.28559,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,43:57.6,2025-01-24T16:43:57.5680494-08:00,2025-01-25T00:43:57.5680494Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,e7cd20ad-0aae-4f63-a578-c4cf3497aea0,54.40505,-126.617,13.27526,6.08705,-5.95262,-14.1833,-2.17881,9.74306,-5.43187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
87,1/24/25,44:15.6,3,5,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,3,Top,2,2,2,Cutter,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.83458,0.073775,-3.85234,2605.361656,167.197207,11:30,6.18601,2.61327,5.85949,-34.13695,4.47981,-0.70724,3.40996,-1.02999,77.61162,-6.255234,-3.978733,0.447259,,,,,,,,,,,,-0.8726,2.72295,-2.30004,50,6.17266,8.3953,-124.22785,-1.00075,-1.34456,28.13452,-27.97836,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,fd2d60c0-dab5-11ef-b64c-2ba247267c32,84.27429,,,8.22296,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,44:15.6,2025-01-24T16:44:15.6059118-08:00,2025-01-25T00:44:15.6059118Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,6cd7f992-af43-4500-a56e-0b3e74da88a8,54.63376,-125.27288,14.06726,6.19053,0.03848,-13.98918,-2.61281,8.44524,-0.67228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
88,1/24/25,44:40.3,3,6,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,3,Top,2,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,92.961,-1.948452,-3.511697,2488.54018,213.350989,1:00,6.37426,2.23366,6.13457,-11.82642,20.93041,12.94855,3.58384,0.06305,83.19239,-4.294593,-1.183226,0.411929,,,,,,,,,,,,-7.73745,11.72146,-1.97129,50,6.21871,7.66284,-134.49535,-4.82807,-13.89894,34.42439,-11.11855,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,0bdcd6a0-dab6-11ef-b64c-2ba247267c32,91.50227,,,9.76861,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,44:40.3,2025-01-24T16:44:40.2616302-08:00,2025-01-25T00:44:40.2616302Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,2510eb33-4d02-41e6-ae86-8a48fe56b625,54.35717,-135.60599,17.2122,6.36869,-4.46935,-5.55928,-2.22575,8.11126,-6.94947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
89,1/24/25,45:05.2,3,7,"Proskey, Calvin",1000092900,Right,SAN_GAU,"Castanon, Marcos",3,Right,GAU_ALU,Undefined,3,Top,2,3,2,Fastball,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,91.89495,-1.481118,-2.993204,2531.363966,209.577255,1:00,6.37563,2.31189,6.08935,-9.2028,24.21482,13.03918,4.2365,0.62721,82.46211,-3.35454,-0.648784,0.416063,,,,,,,,,,,,-7.57666,13.20221,-2.08709,50,6.25584,6.37094,-133.0948,-3.57032,-13.37406,32.81303,-8.87003,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,1aa74e90-dab6-11ef-b64c-2ba247267c32,90.59311,,,9.43284,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,45:05.1,2025-01-24T16:45:05.1530734-08:00,2025-01-25T00:45:05.1530734Z,,v3,471258,471258,,"Fernandez, Ian",10001973,Right,SAN_GAU,f43de56c-c67c-41ac-9a50-de9ecee139bc,54.40316,-134.17596,16.40652,6.36866,-3.27806,-4.43502,-2.30427,6.8116,-6.68703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
90,1/24/25,47:34.5,1,1,"Mazza, Domenic",10,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,3,Bottom,0,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.48831,-0.846887,3.318001,1727.861431,121.562347,10:00,6.24946,-1.91519,5.28096,-36.61522,13.75831,-19.68761,2.40147,-0.43633,69.10746,-7.578632,-0.17268,0.510826,,,,,,,,,,,,10.73426,7.62977,1.6271,50,6.14566,-5.57244,-109.37062,-2.76651,12.98541,19.52036,-22.9442,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,73bd3ee0-dab6-11ef-b64c-2ba247267c32,73.7873,,,6.38086,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,47:34.5,2025-01-24T16:47:34.5293294-08:00,2025-01-25T00:47:34.5293294Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,f9a727a6-b041-48a9-aa25-240fbd1eba03,55.21539,-110.29753,9.76018,6.25116,-1.67703,-11.4721,1.90634,-6.18904,6.4927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
91,1/24/25,47:51.2,1,2,"Mazza, Domenic",10,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,3,Bottom,0,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.38029,2.635819,2.327475,2394.318473,338.185436,5:15,6.24422,-1.65216,4.75425,-65.27224,-12.24717,5.5789,3.30829,1.02114,68.20522,-9.064105,3.307491,0.524097,,,,,,,,,,,,-2.04567,-6.2,1.41326,50,6.45139,-4.60608,-107.73686,2.60444,-2.39354,19.5055,-39.42837,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,7dbee420-dab6-11ef-b64c-2ba247267c32,71.91878,,,6.17507,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,47:51.2,2025-01-24T16:47:51.2234990-08:00,2025-01-25T00:47:51.2234990Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,7553d971-a9a5-4efe-9443-1640fad1564a,55.7464,-108.77225,9.75275,6.25759,4.69738,-19.71419,1.65439,-4.47902,-1.19677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
92,1/24/25,48:08.5,1,3,"Mazza, Domenic",10,Left,GAU_ALU,"Fernandez, Ian",10001973,Right,SAN_GAU,Undefined,3,Bottom,0,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.40806,-2.725541,4.986222,2205.188462,133.552145,10:30,6.20739,-1.84882,5.00587,-23.59222,17.32501,-16.77702,1.65695,1.47163,77.08002,-7.082685,2.038275,0.460388,,,,,,,,,,,,9.68756,9.74335,1.38329,50,5.92611,-9.88827,-121.88029,-6.63265,14.57299,23.93985,-17.51717,SAN_GAU,SAN_GAU,CaesarUyesaka,TeamExclusive,Team,20250124-CaesarUyesaka-Private-2,87f7c600-dab6-11ef-b64c-2ba247267c32,81.87097,,,7.32804,,,,,,,e2d5b440-508a-48cd-9e58-715d78e5423d,1/25/25,48:08.5,2025-01-24T16:48:08.4675054-08:00,2025-01-25T00:48:08.4675054Z,,v3,471258,471258,,"Yang, Eric",5,Right,SAN_GAU,73542a9f-9013-4f72-9346-5c2e4ebe647f,55.49103,-122.95411,11.96992,6.206,-5.84691,-8.75859,1.84149,-10.54195,7.28649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
